0.000000e+00, 0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00, 0.000000e+00
1.999000e-02, 1.960136e-04, 1.247371e-33
1.999000e-02, 1.960136e-04, 1.247371e-33
1.999000e-02, 1.960136e-04, 1.247371e-33
1.999000e-02, 1.960136e-04, 1.247371e-33
1.999000e-02, 1.960136e-04, 1.247371e-33
1.999000e-02, 1.960136e-04, 1.247371e-33
1.999000e-02, 1.960136e-04, 1.247371e-33
1.999000e-02, 1.960136e-04, 1.247371e-33
3.998000e-02, 2.771789e-04, 5.494079e-22
3.998000e-02, 2.771789e-04, 5.494079e-22
3.998000e-02, 2.771789e-04, 5.494079e-22
3.998000e-02, 2.771789e-04, 5.494079e-22
3.998000e-02, 2.771789e-04, 5.494079e-22
3.998000e-02, 2.771789e-04, 5.494079e-22
3.998000e-02, 2.771789e-04, 5.494079e-22
3.998000e-02, 2.771789e-04, 5.494079e-22
5.997000e-02, 3.394389e-04, 7.795086e-18
5.997000e-02, 3.394389e-04, 7.795086e-18
5.997000e-02, 3.394389e-04, 7.795086e-18
5.997000e-02, 3.394389e-04, 7.795086e-18
5.997000e-02, 3.394389e-04, 7.795086e-18
5.997000e-02, 3.394389e-04, 7.795086e-18
5.997000e-02, 3.394389e-04, 7.795086e-18
5.997000e-02, 3.394389e-04, 7.795086e-18
7.996000e-02, 3.919094e-04, 1.210526e-15
7.996000e-02, 3.919094e-04, 1.210526e-15
7.996000e-02, 3.919094e-04, 1.210526e-15
7.996000e-02, 3.919094e-04, 1.210526e-15
7.996000e-02, 3.919094e-04, 1.210526e-15
7.996000e-02, 3.919094e-04, 1.210526e-15
7.996000e-02, 3.919094e-04, 1.210526e-15
7.996000e-02, 3.919094e-04, 1.210526e-15
9.995000e-02, 4.381209e-04, 2.899282e-14
9.995000e-02, 4.381209e-04, 2.899282e-14
9.995000e-02, 4.381209e-04, 2.899282e-14
9.995000e-02, 4.381209e-04, 2.899282e-14
9.995000e-02, 4.381209e-04, 2.899282e-14
9.995000e-02, 4.381209e-04, 2.899282e-14
9.995000e-02, 4.381209e-04, 2.899282e-14
9.995000e-02, 4.381209e-04, 2.899282e-14
1.199400e-01, 4.798825e-04, 2.650546e-13
1.199400e-01, 4.798825e-04, 2.650546e-13
1.199400e-01, 4.798825e-04, 2.650546e-13
1.199400e-01, 4.798825e-04, 2.650546e-13
1.199400e-01, 4.798825e-04, 2.650546e-13
1.199400e-01, 4.798825e-04, 2.650546e-13
1.199400e-01, 4.798825e-04, 2.650546e-13
1.199400e-01, 4.798825e-04, 2.650546e-13
1.399300e-01, 5.182644e-04, 1.376121e-12
1.399300e-01, 5.182644e-04, 1.376121e-12
1.399300e-01, 5.182644e-04, 1.376121e-12
1.399300e-01, 5.182644e-04, 1.376121e-12
1.399300e-01, 5.182644e-04, 1.376121e-12
1.399300e-01, 5.182644e-04, 1.376121e-12
1.399300e-01, 5.182644e-04, 1.376121e-12
1.399300e-01, 5.182644e-04, 1.376121e-12
1.599200e-01, 5.539583e-04, 4.969610e-12
